Picture quality is not up to the mark, it's not as per the description given. Need to work hard on the same. Pic gets blurred when we zoom the camera. It states 20mp camera, but I don't think so that actually is.	3
Good phone working very fast and night mood is awesome look is very good	5
Well one plus 6T is awesome. It's truly a flagship killer. Camera cud have been a bit better but hey it's ok nothing can be too perfect right	5
Amazing battery life and a great experience to use it.	5
Good phone	5
Everything is just super....you can only think what is not in this phone.... it's a rocking gadget	5
Amazing phone in this price range	4
Awesome phone midnight black is looks more beautiful	5
Made a huge mistake in buying this phone.Apple is far far far far far and far and again far better.Best part amazon didn't accept for return	1
Lovely mobile... Simply love it.	5
Top notch all round performance!!	4
its been a week now. enjoying every moment with it. So far all impressed and no issues found.	5
Awesome ...Love u sooo much one plus	5
performance excellentPicture qualitySound qualityBattery lifeSingle word in oneplusAwesome	5
One Of the best phone in Maket For this  Price.	5
Marvelous and simply awesome mobile. No heating issue, long lasting battery, picture quality is superbFingerprint scanner is little slow but overall nice product.	5
OnePlus again proud itself	5
Excellent	5
I got this phone on Friday evening.Pros:Great battery lifeAmazing performancePremium designImpressive rear and front cameraIn display fingerprint scanner is really fastCons:No headphone jack but you'll get a converterNo notification LEDNo microSD card slotI will give points on my personal experience of 2 days full usage as below:Weight: 9/10OS: 10/10Screen size: 10/10CPU: 10/10Performance: 10/10Storage: 10/10 (you'll get approx 113 gb for use)Battery: 8/10Rear camera: 10/10Front camera: 10/10In display fingerprint scanner: 9/10Face unlock: 10/10I hope this will help full.	5
Best phone	5
Awesome	5
Camera is awesome dammm cool work very smoothly	4
Awesome mob...I loved it	5
Mobile is superb no doubt but it must be approx 23-25 k because some other mobiles are giving same features at less in price..	4
Excellent phone, with great specification	5
Best in class, camera is awesome. And while playing pubg there was zero lag and the graphics at it's highest still didn't heat up the device. But battery management is weak, 4hrs of regular usage got me 34% from full charge.	5
The bottom front part could have so much more screen like the iPhone X , otherwise it`s a cool phone to have hands on.	5
Best Android phone till date. I have been using it for 3 days now and OnePlus didn't let me down.* Great battery life. I use mobile for texting, taking pics and pubg usually. I charge it once a day which is pretty great.* Dash charging does help the phone to get charged to 90% in 50-60mins (3700mAh).* You all know about the specs abt camera. But one thing to note is unlike oneplus 6, 6t's pro mode has bigger capture size.* On screen finger print scanner amazes me each time I use it. Animation is so great. One thing i'd like to mention abt this animation is it is too bright even when brightness of the screen is minimum which is bad when you want to unlock ur phone at night time.This is the best phone you can buy in 2018 and early 2019 at around 35-40k. So go ahead and buy it, I'm sure you won't regret it!	5
Provide head set and gorilla glass with the hand set.	5
Super package	5
Loved the phone. It's just awesome	5
Very good mobile superb battery life.overall very good phone love it	5
Fingerprint unlock feature doesnt work that good I replaced the phone as the previous one was hanging and yet the fingerprint feature is not working good enough	4
Very baf	1
battery drain issue	1
Fine	5
good	5
The face lock doesn't work properly in the dark	5
AS I HAD ALREADY CUSTOMER OF ONE PLUS 5,IAM VERY MUCH DISAPPOINTED WITH PACKING MATERIAL OF ONE PLUS 6T, I COMPARE BOTH BOXES OF ONE PLUS 5 AND 6TWHEN I PICK MY NEW PHONE 6T,I FOUND MATERIAL USED IS VERY DULL,MY FIRST IMPRESSION WAS 0BUT OVERALL PHONE IS WORKING WELL WITH LESS BATTERY BACKUP	5
Battery life is better. Picture quality is good. Sound quality is also reasonably good but definitely not the best among its competitors. Having said that, this phone is really really fast. Display is awesome. Dash charger is wow as usual.	5
Amazing phone, just feels good.Done the ma+h, price isn't everything.You get what you pay for. :)Excellent battery,Great screen,Amazing performance,Smoooth OS,Great camera,Surprisingly decent audio,Cool screen unlock and ridiculously fast face unlock.The phone is worth every penny spent.	5
First offall thanks to One Plus company to making such a nice phone... Very comfortable for using,,, camera quality is awesome... Sound quality is OK.... Battery life is great .. But It's little bit heavy... That's OK will adjust... Totally amazing phone... Thanks Amazon... For one day delivery..	5
I waited for a long time for the Oneplus 6T model launch. I purchased it with lots of expectations and I am happy that it met my most of the expectations. I purchased Oneplus 6T 128gb and 6gb RAM version mirror black phone.Pros :-1) Super fast processor- can play large games without any glitch.2) Camera is super amazing. However in the night mode, the pictures are sometimes hazy. Overall it is good.3) The phone is damn beautiful. The back of the phone is simply outstanding. Notch also looks cute.4) Fingerprint sensor is working fine.5) Sound quality is good. The speakers are loud and  bass is also good. However, the company should have launched it with dual speakers. It would have been phenomenal.6) The company has increased the battery size. It gives a backup of atleast 1.5 days with normal usage.Cons:-1) NO HEADPHONE JACK. The company was making fun of Apple for removing the headphone jack, but they did the same. I just have a doubt that how will I charge my phone and watch a movie via earphones at the same time. I have to buy an external adapter which will put a dent on my pocket again.2) If I am holding my phone and have put my thumb impression as my Fingerprint phone unlock option. Then sometimes it is difficult to unlock the phone. Coz while holding the phone I have to put my thumb straight which is quite difficult.3) The night mode of the camera needs improvement.4) No dual speaker.Conclusion:It is a nice phone with brilliant specifications. It easily beats some of the high end phones of Apple , Samsung and LG and others. So you may go for it.	4
Good phone but not best.... but delivery was superfast, order in morning 9 am and delivery in evening 7pm	5
I have purchased this phone and trusted amazon for over 2 years but now i am feeling stunned with the product quality.This phone gets switch off sometimes and getting ON only by hard rebooting but when i tried to return it , first a 3rd party app told me that your phone is all right. So if this kind of service is provided by amazon then i am not gonna do any kind of purchase from amazon.This is very bad.Worst service by amazon	1
BUSINESS	5
1. Its adapter is heating as hell.2. After repeatedly updating also it appears as if something is pending to update but still not updating and sticking to notification pannel(i shared the pic of the same).3. Battery draining too quickly.4. Camera quality is ok only.	3
Great phone. Fastest phone in the world. Also great features looks style display n overall performance	5
Very beutiful device i got with cheapest price...!!!	5
Awesome performance 	5
Superb low light picture ...nd looks of D's mobile just awesome	5
No issues...	5
As always one plus at its best. Except the ever increasing price, all is good. It's now in LG g7 price territory.	5
The oneplus 6t is very good but the unboxing for the late bookers a 3 translucent coloured case should have been provide , howere the head phones are not available but atleast 3 cases should have been provide very disappointed one plus for thisThe phone is very fast an it's amazing	4
Super fast Super cool phone. In display fingerprint scanner is so futuristic. Its time to embrace technology - time to use Bluetooth headphones & goodbye 3.5mm jack.	5
Camera quality is not upto the mark. I visited one plus store and the store representative checked my phone and compared the camera quality with his demo phone. He noticed a significant difference between the two.I request Amazon to replace my phone with a new one as it is evident that this phone has some problems.	2
-2nd day delivery-Best smartphone for the price offered-Battery life is awesome... two days with normal usage without any heavy downloads-Charging speed is awesome... 0-90% in 1 hour-Blazing speed for games (PUBG)-Feel night camera option is not good-Overall happy with the product	5
Excellent product. Fast delivery service.	5
Camera work comparatively compromising with iphones else best flagship phone yet	4
Best phone for 38k , it's  worth every penny .	5
Worst camera quality gives colour issues	1
Lots of issues including hanging and fingure lock accessibility.	2
Camera is awesome and the battery life is good	5
Best phone !!!In love with the fingerprint scanner and it's animation !Battery lasts one day !Industry leading camera with studio mode works fantastic !Catchy display !Fast like a flash !Great Value for money !!!!!	5
Impressive at this price point. Only disappointment is  absence 3.5 mm headphone jack. Had Oneplus supplied bullets headphone as default accessory, it would have been a complete package. Apple, learn from it, else your days are numbered.	5
Best Phone	5
Nothing to deslike	5
Nice phone	5
The display is simply superb. Hats off to video stabilization.	5
Amazing phone 	5
Excellent	5
Only name very bad quality	1
Finally I moved from iOS to android and oneplus was my first choice .amazon did a fast delivery.Well I will start with what I feel I didnt like ....1) speaker is not good ....from iPhone coming to oneplus flagship u need much more better speakerOther than this I am happy with the phone till now as this is my second day of useMany feel headphone jack abscence is bad well, for me I hardely use them so ok for me . Battery well if you use a week internet then it will drain fast ...at higher speed I saw it was working great 20 minutes of YouTube and 15 minutes of gaming it just dropped 7% . So its okComing to notification light ...it does pops up the notification u need to activate them .Finger print lock ...well if you lift ur finger too fast it wont detect ...otherwise its fast , face unlock is very fast ....face unlock in dark will also work but u need to activate those from settings ....for those who have doubt go to YouTube and see tips for oneplus 6t .a video in 2 parts are there it will help you in all the settingsThere is also option for hidden apps which is great featureCamera is good ,Big phone as I just ditched iPhone 6 so getting adjusted to it .So all over its a great phone , if anyone have any question u can ask me here I will respondThank you	5
Its amazing phone ....that's why it comes in best premium category cell phone in India 2018....10 on 10 ....and thanks for Amazon for prompt and unexpected delivery.....	5
It's just incredible one of the best phone	5
I cant download app in Google play store.	1
Unbelievable phone 	5
Superb phone	5
No words	5
Performance Was Excellent	5
Excellent built quality...better body to screen ratio, excellent nightscape photos	5
Everything is suddenly sooooo fast..	5
This phone is superb. The bottom firing speakers are a bit soft to my liking but it's pretty decent. I'd suggest you guys go for the 8GB model as the phone was using 3.1 GB ram right out of the box but overall, an excellent phone. You can't go wrong with this. ;)	5
Here is my reviews for this deviceDisplay 5/5Sound 4/5Camera 4/5Battery 5/5Woukd like to tell that camera quality and configuration are as same as oneplus6,	5
Picture quality is awesome!!!!	5
Amazing phone... Superb picture quality......	5
Absolutely amazing phone!!!	5
Hats off to OnePlus..no words for this peice of work.. I'm thankful to OnePlus for providing me such a machine made with such an effort 	5
Picture quality is average..Sound quality is not up with compatetors..Price is very high compare to compatetor......Not much as expected boom..Fast charging is super.....	3
Super Fast Speed Camera Quality very Good And And capturing Pictures in night awesome battery backup is good And fast ChargingThere are No Audio Jack  Additional audio Connector	5
Overall phone is too Good, I love it	5
This is the best phone which I ever bought . Picture quality is the best. Everything is best . I recommend this phone	5
looks premium in hand	5
I'm in love with everything that this phone provided but I'm not able to digest the missing of headphone jackThe performance is spectacular. The fastest phone on Android side of things at least.Camera is damn good and that night mode though Battery life is also extraordinary. I'm getting about 8 hours sit and with gaming like pubg 6-7 hoursScreen! Man this looks gorgeousBuilt quality is also perfect what you expect from oneplusUi is one of the best I've usedTotally one of the best phone you can buy at around 35-40k	5
Good	3
It's Really good phone to daily routine people's ...Easy & Quick Charge in this phone	5
Camera is pathetic. Takes blurry pics sometimes. Pics gets detoriarated on little bit of zooming also. Looks like its a 8mp camera. Samsung takes better pics even in 8k phone. Low light is equally bad. Poor selfie camera. Those saying awesome camera have no idea about cameras. Improve camera performance in the next update.Its blazzing fast. Smooth. Looks great. But cam and speakers r disappointment.	2
Awesome phone	5
Pages/writings/app-view gets cut in the bottom left or right corners due to the curves. A software improvement is needed for this.	4
Where when and how can we get the type c headphones for the pre booking offer that was mentioned ?	5
Everything is good but the camera's picture quality is worst....it's disappointing factor for me even my iPhone 6 clicks good photos some times to compare OP6T. Sometimes auto focus is not working as well as picture quality is not good if you clicked 4-5 pics, 2-3 pics are out of focus and in night photography there are too much noise.And second problem is some times in display fingerprint not works well....taking too much time to recognize.-Battery backup is good (It's enough for whole 1 day if you charged once in the morning....Full charging gets approx 1.5 hr time)-Sound quality is average. Noisy speaker feels like a cheap. Some times I missed 3.5 jack.-Premium looks and display quality are awesome.-Speed and performance are fantastic.-And last It's Feels heavy.-Otherwise all things good.I got 3k discount on this phone when ordered on 1st nov (2k in ICICI bank debit card + 1k cashback on amazon pay) & also got 2K discount because of RS. 1500 earphone + 500 cashback early booking offer. So, overall I paid 33k for 6gb ram +128gb storage on 6T.	4
It's awesome phone with dual camera . Picture quality is super	5
Loving it	5
Worth the wait	5
One plus 6t is the  Best Smart PhoneOxgen Os over Android Pie & SD 845  gives the Smooth User Friendly Experience.Graphic Intensive Games like Pubg Mobile Works Extra Smooth .Camera it is the best One i have ever used.The New NightScape  Feature works pretty Fine.Pictures that i have taken with  My Oneplus 6t isPosted BelowGreat battery life - Screen On time of Minimum 7 hrs.. and maximum of 9 hrs.Premium Design.Over all i would recommend oneplus over other smartphones ...i love this phone	5
Amazing product	5
#Never_settle	5
Zakas	5
Incredible phone..marvellous design, super speed, amazing features, fingerprint recognition super fast.	5
Superb phone amazing specs, hardware, display is damn good, build quality is awesome	5
After opening the package. The headphone accessories was missing.	5
Good phone but apart from in screen finger print sensor and longer battery life not a lot has changed compared to oneplus 6. I do miss the notification LED in this oneplus 6t phone!	4
Truly the best phone	5
value for money	5
Great	5
Build quality is good. Phone is looking handsome. Two things bothering me. one is notification light. There is no notification light on top of screen so I need to awake my phone everytime to check any message or so. Second thing is fingerprint sensor. It is very sensible I must say unlike the back one. I need to put my finger in proper way otherwise I won't be able to unlock my phone.	4
Superb cameraSuperb picture quality	5
In love with this phone, in-display fingerprint sensor works absolutely brilliant.	5
Good sound quality, good battery life	5
No doubt this device is blazing fast. Great work from oneplus team. Battery life is just amazing.In display fingerprint, whenever you'll use you will realize that it's the fastest. Camera section improved and it really works well. Worth it.Display as you know super amoled, very smooth & delicate touch. Super bright.The best you get is lag free device and i m loving this.Must buy and if u already own op6 than wait for op7.	5
Battery life is very disappointing even it is increased  by 400mah.Other features are good. Built quality is good.Product delivery is great.Night mode camera quality is average.Last but the least heating issue is also that cannot be ignored. We are facing little bit to moderate heating back panel on even normal usage.	3
Bestest phone in Best Price!	5
Best phone ever used in all manner.only the price should be within 30-34 k.Camera is very nice.I love the oxygen is and it's features ,It is near stock Android.Thanks Android update pie..I think it is the first phone non Google which has Android pie out of box.Lastly best flagship phone in all respect and in all departments.	5
Mobile is too good , but product i received faulty , on 2 nd day I connected to charging by keeping g switch off and change sim card . it cant switched on .  I placed immediately replacement order and Amazon take it properly. Thanks Amazon. But now I cancelled and all order.	3
Nice oneplus	5
This is my first experience with one plus. Good camera, better performance, good screen quality but phone little bit heavy. Go for it.	5
Fingerprint sensor is a bit lagging very minute when compared to the other siblings of Oneplus,other than the onscreen fingerprint everything is really fabulous. Even the fingerprint is awesome but you can sense the lag a bit.(+)	5
Absolutely loved the phone.Got it delivered within two days without prime.Amazing camera. So Seamless experience. Sweet Android 9. Battery could be a bit long lasting but dash charging takes care of that.	5
Best smartphone of the year 2018	5
I have only problem with sound quality and vibration motorOtherwise gret phone go for it	4
Amazing phone, premium to hold, just a piece of beauty, amazing camera and most of all value for money	5
Nice phone	4
It's value for money with bonus.Grab it without a single thought	5
First of all big big salute to Amazon delivery....I mean how u ppl do that ....3 days dilvry time in my city u take only 15 hours .....hahaha..now I just wanna say to all ppl who r planing to go for one pluses 6t .....just goooooooo for this phone itz owsam sound is 10 out of 10....camera 8/10 battery life and dash charger 20 out of 10.....go ahead u r not gonna repent....itz my suggestion rest u ppl rock....take care u all	5
Excellent mobile with wonderful features	5
Device heating up much faster while gaming and charging. Battery drains quicker while gaming.	3
Osm	5
Excellent product for performance	5
Best Flagship mobile at this price  and once again One Plus is best choice #NeverSettle	5
Superb in all aspects! Camera is outstanding. Good battery life,Great screen, Excellent performance. Affordable price compared to premium phones. Finger print  Sensor, face unlock are exciting features. Oxygen O/S is very fluid and smooth. Impressive rear &front Camera...What more can I ask for! Tottaly loving the device...I am happy Amazon!... Thanks a lot...!!!	5
The Product is very good quality and I feel very happy to use this Product and it's lightening fast and supports all kinds of Apps	5
Awesome phone	5
An amazing phone	5
Good mobile and good quality	5
OnePlus always bring latest & new technology on its mobile.	5
Amazing for the cost which they are selling	5
The phone value is not even 10000 rs. The camera is so bad. Flicking so much at video calling and slow motion camera. The slow motion videos are not working properly. And the worst part is Amazon where there is no option to return the item. I need my full money back. I can't tolerate this phone a day more	1
Why I have given 3 stars sound is so loud were it's not that adorable.	5
Awesome it is but I haven't received new ear phones even though I did pre booking	5
The phone is just awesome and the look is very premium one must look forward to buy it without hesitation	5
Switched from I phone to this one, indeed this phone offers lot of features which an iOS user can't think of.UI of iOS is better however if you have budget to buy an I phone with larger memory only then go for it else this one is way better	5
I'm new to One plus series , this has been a ultimate product, this phone is damn fast. The rapid charging mode has to be appreciated	5
The photo quality is amazing but only thing, I could not find the option on how to reduce the resolution of picture bcs as everytime I don't click photos on full resolution which is occupying space on my phone.	4
Average	4
The phone is really great and have some lot of intresting features.Pros:The dash charging has a jaw dropping speed.The face unlock is also quiet fast.Android Pie + Oxygen Os makes the phone smooth and easy to use.Cons:The Screen is a fingerprint magnet.The brightness is not quiet bright.The battery life may not be enough for a gamer.There are some issues with the calls.As it is filled with weird sounds.	5
Absolutely Flagship3700 mah batterySnapdragon 845 beastIn display fingerprint decentFace unlocking faster i have ever seenUltimate package from one plusAbsolutely awesome phone loved it	5
Everything Is FineBut Inbuilt Fingerprint sensor making some delaySound Quality Is AwsomeDisplay Very Cute with water drop notch	5
All features are perfectly Best. Mainly the camera is awesome and battery back up is exrta long as expected.	5
Good Features ...	5
The phone is a power pack in all terms and aspects. Images on daylight are amazing with lots if details. Battery life is good and in daily use one can get a whole day backup with an amazing fast charging which is available with the dash charger. Performance is tremendously awesome. Nothing can be more smoother in this price segment. And it comes with android 9.0 within the box. And within 4 days I have got 2 new ota updates and now it is running android 9.0.5. which comes with even more fast in display finger print unlock.	5
Cool unlocking with a great experience.	5
Amazon delivered this beauty ontime. This is my first OnePlus device and I am just loving it. The device is very smooth and performance is crisp. Only issue I am facing is with the battery life, it's draining very fast and surprisingly Google Play is consuming maximum power. I hope OnePlus will fix this with an update. Also, I am really impressed with the fast charging in this phone, it's superfast. Highly recommended.	5
Finally found the worth of my money	5
A must needed phone	5
Battery life is amazing.. Overall one of the best phones available in the market..	5
Bettery is draining very fast and also conpared to one plus 6 bettery where 6 has 3300 mah and last upto 1 day and 6T has 3700 mah and last upto 7 hour. Also volume is auto leveling while using it over bluetooth devices. I would like to exchange with different handset i think i got defective product.	1
Just got hands on this phone, being a customer for Samsung s8 and s9, this phone is not even close to UI or premium feel, yes games are a little faster, but rest not a great feel about this phone. Phone pictures are warm, camera focus isn't that great. Don't understand what the fuss is all about this phone. spend few thousands more and get the real premium phone S8+/s9+ you will love it. Delivery was on time. So over all experience and rating out of 5 will be 3 stars.	3
Really super phone	5
The best smart phone	5
Product is awesome just one pblm with Amazon...cant u able to provide the invoice of the bill in email	5
I love this phone	5
Oh just loved it. I am now a one plus Big fan.. everything about this phone is awesome. I don't want to waste your time in writing pros and cons as everyone knows about one plus 6t.The delivery was delayed by 2 days so giving 4 stars. Didn't expect something like this from Amazon.	4
HiThis is to inform you that I am facing an issue with fingerprint sensor.When l am trying to set fingerprint password getting a message"partial fingerprint detected please completely cover the identification area".I have also called the onepluscare and have tried all possible ways to overcome this problem as discussed by onepluscare agent.should I return this device or is there any other solution, please revert me asap with best one.Thanks	4
Worth it	5
Amazing experience of using this phone.It's my dream phone.Oneplus 6T. I love it!!!	5
Best performance. !!!!!	5
Don't think much just buy this. It's the best phone available in the market.	5
AWESOME PRODUCT. CAMERA QUALITY IS UNEXPRESSBLE .	5
Worst service from amazon.never expected this.lost believe in this.they delivered defective piece and not providing the replacement for this.Horrible ecperience	1
Flagship killer .	5
No doubt the best as always.	5
Used for one day . Played heavy games . No lags superfast phone.battery also good.camera upto the mark.	5
OnePlus6T was an amazing smartphone that I have ever experienced it was more than my expectations. People who are going to buy this smartphone just go ahead and experience for yourself it won't disappoint you....	5
Brilliant phone. Love that fingerprint scanner hopefully should get faster..Camera is amazing	5
There's some sort of unstablness during slow motion , and heating during charging , showing your app isn't responding repeatedly, not showing call logs , most important.. finger print sensor doesn't work as expected ...... I hope it gets fixed with an update...	4
Worth it	4
Arrived before time I m so excited about the 6t.Such a lovely phone	5
Okay so writing this review after 5 days use. I'll keep it sweet & simple. Camera & Battery life are unbeatable. Even people go crazy after seeing the in-built fingerprint sensor & the teardrop notch design gives this thing a look you can't forget . Build quality is more than superb. Those who say that poco f1 has the same processor don't really know what they're talking about & these two devices are way apart & poco doesn't stand anywhere in competition to 6T. Great product OnePlus & last but not least insanely fast delivery by amazon . Heads up!	5
Camera I am still exploring how to improve pics as I still find note 8 taking better pics, but rest of features are just too good. Screen sensor is lightening fast, phone is very responsive.  Battery backup is decent (far better than my note 8). Other missing area is notification alert.	4
Best phone I ever used, but I don't understand why there is no duel speaker, that could have add more value to the phone. Never the less best phone ever.	4
	5
This is my 1st one plus mobile its amazing I happy, camera shoot low light best.	5
Awesome product love it 	5
Great mobile	5
This is absolute beast of a phone. Love every aspects of it. I find no issues with the headphone jacks and notification led. You need to get a little used to it. The speed is phenomenal. All in one, this phone is absolute love.	5
Taste of speed !	5
Performance looks Speed it's great  .......	5
Great phone	5
Everything is super good. I have been a android from the beginning, this is an entirely new and smooth Android experience. Oxygen OS did it. Totally burden less UI. Camera is the best of all. But nightscape is disappointing compared to google pixel.	5
OnePlus is really winning the heart of users with their own mark!!	4
I think this phone is overrated. Quality wise it is good, but photos has very low pixel quality. Finger print scanner is also not working fast.Gaming and processing speed is awesome. Never gets hang.	3
Best phone	5
Realy looks good and worth to buy... Compare between 6 and 6T price cost is very high.. Changing slight changes added 10k extra.. Its too much....	5
Love it	5
This is my first experience with one plus .One plus 6t is pretty impressive. Gud battery backup , finger print scanner is real  quick , display is amazing , camera is mind blowing,......... Now waiting  for the bullet earphones .	5
No words for this beast just buy n experience its power	5
One+ 6t is awsomeone  phone . Nice look and loudspeaker....nice  product	4
Super super super	5
Ordered Oneplus 6T on 5th November, recvd the item on 8th November morning.I purchased this phone with a lot of expectations & at a heavy price, however to my shock I seem to have received a defective phone.have been facing MAJOR issues with this phone as follows:-  unable to take a photo with Front Camera with flash and it gives a yellowish blurring image before clicking the actual picture.-  When we zoon in the and take photo at night or day then image quality come worse of worse.- 3700 mah battery drains in half day even though I am not a heavy user, phone gets heated soon.-  MOST IMPORTANTLY the phone gives a SHOCK LIKE SENSATION if held phone in hand for 3-5mins,the effect of which remains on hand for almost hour which is life threatening..I raised a complaint on 12th November, i was informed the concerned team would call back within 24hrs , no update/ call till date.Kindly replace this defective phone with a new original phone of Oneplus 6T	3
Good smartphone	5
First of all Thanks Amazon for sending it on Time but upset that unable to club the offer of free ear phones with no cost emi.It's my first one plus phone so there was excitement.Phone is fast n furious no doubt . Simple and easy to used. Picture quality is amazing . Earpiece volume is low . Comparatively low for both ear piece . Don't have interest in gaming so can't tell about gaming. Company fitted scratcguard is of not that great quality. It got scractes on first day used. No music player App apart from Google play. Battery life is good .I am heavy internet user so Battery life is awesome. So it's half review. Probably after one month I can tell you about final review.	4
As a introductory launch I got cash back offers and mobile is very good	5
The phone is simply super and it works super fast.	4
Gud quality	5
Amazing product of one plus team till date.Fastest, Easiest, Simplest and Value for Money	5
Awesome phone.. go for it	5
I love this phone so much that I can't begin to explain it the low light photos are just amazing .... The split screen feature is amazing it makes me do two things together and that is just perfect ... The gestures and everything is just perfect ... I can't begin to say how much I love the phone..  thank you hubby for the gift ...	5
Just one word for one plus 6t"Awesome"Go for it	5
Good product battery life is very nice i got 10-11 hours of screen on time on wifi and normal usage notch is not an issue with this phome as you can hide it in the settings. comes android pie and nov security patch out of the box. Overall a great purchase in 35500.( Including bullets)	5
